3.388553	4.253011	4.777228	4.919267	4.667764	4.042840	3.094490	1.898579	0.550783	-0.841076	-2.165649	-3.316970	-4.202934	-4.752662	-4.922178	-4.697920	-4.097828	-3.169909	-1.988398	-0.647816	0.744593	2.077433	3.244079	4.151199	4.726223	4.923149	4.726223	4.151199	3.244079	2.077433	0.744593	-0.647816	-1.988398	-3.169909	-4.097828	-4.697920	-4.922178	-4.752662	-4.202934	-3.316970	-2.165649	-0.841076	0.550783	1.898579	3.094490	4.042840	4.667764	4.919267	4.777228	4.253011
4.253011	3.388553	4.253011	4.777228	4.919267	4.667764	4.042840	3.094490	1.898579	0.550783	-0.841076	-2.165649	-3.316970	-4.202934	-4.752662	-4.922178	-4.697920	-4.097828	-3.169909	-1.988398	-0.647816	0.744593	2.077433	3.244079	4.151199	4.726223	4.923149	4.726223	4.151199	3.244079	2.077433	0.744593	-0.647816	-1.988398	-3.169909	-4.097828	-4.697920	-4.922178	-4.752662	-4.202934	-3.316970	-2.165649	-0.841076	0.550783	1.898579	3.094490	4.042840	4.667764	4.919267	4.777228
4.777228	4.253011	3.388553	4.253011	4.777228	4.919267	4.667764	4.042840	3.094490	1.898579	0.550783	-0.841076	-2.165649	-3.316970	-4.202934	-4.752662	-4.922178	-4.697920	-4.097828	-3.169909	-1.988398	-0.647816	0.744593	2.077433	3.244079	4.151199	4.726223	4.923149	4.726223	4.151199	3.244079	2.077433	0.744593	-0.647816	-1.988398	-3.169909	-4.097828	-4.697920	-4.922178	-4.752662	-4.202934	-3.316970	-2.165649	-0.841076	0.550783	1.898579	3.094490	4.042840	4.667764	4.919267
4.919267	4.777228	4.253011	3.388553	4.253011	4.777228	4.919267	4.667764	4.042840	3.094490	1.898579	0.550783	-0.841076	-2.165649	-3.316970	-4.202934	-4.752662	-4.922178	-4.697920	-4.097828	-3.169909	-1.988398	-0.647816	0.744593	2.077433	3.244079	4.151199	4.726223	4.923149	4.726223	4.151199	3.244079	2.077433	0.744593	-0.647816	-1.988398	-3.169909	-4.097828	-4.697920	-4.922178	-4.752662	-4.202934	-3.316970	-2.165649	-0.841076	0.550783	1.898579	3.094490	4.042840	4.667764
4.667764	4.919267	4.777228	4.253011	3.388553	4.253011	4.777228	4.919267	4.667764	4.042840	3.094490	1.898579	0.550783	-0.841076	-2.165649	-3.316970	-4.202934	-4.752662	-4.922178	-4.697920	-4.097828	-3.169909	-1.988398	-0.647816	0.744593	2.077433	3.244079	4.151199	4.726223	4.923149	4.726223	4.151199	3.244079	2.077433	0.744593	-0.647816	-1.988398	-3.169909	-4.097828	-4.697920	-4.922178	-4.752662	-4.202934	-3.316970	-2.165649	-0.841076	0.550783	1.898579	3.094490	4.042840
4.042840	4.667764	4.919267	4.777228	4.253011	3.388553	4.253011	4.777228	4.919267	4.667764	4.042840	3.094490	1.898579	0.550783	-0.841076	-2.165649	-3.316970	-4.202934	-4.752662	-4.922178	-4.697920	-4.097828	-3.169909	-1.988398	-0.647816	0.744593	2.077433	3.244079	4.151199	4.726223	4.923149	4.726223	4.151199	3.244079	2.077433	0.744593	-0.647816	-1.988398	-3.169909	-4.097828	-4.697920	-4.922178	-4.752662	-4.202934	-3.316970	-2.165649	-0.841076	0.550783	1.898579	3.094490
3.094490	4.042840	4.667764	4.919267	4.777228	4.253011	3.388553	4.253011	4.777228	4.919267	4.667764	4.042840	3.094490	1.898579	0.550783	-0.841076	-2.165649	-3.316970	-4.202934	-4.752662	-4.922178	-4.697920	-4.097828	-3.169909	-1.988398	-0.647816	0.744593	2.077433	3.244079	4.151199	4.726223	4.923149	4.726223	4.151199	3.244079	2.077433	0.744593	-0.647816	-1.988398	-3.169909	-4.097828	-4.697920	-4.922178	-4.752662	-4.202934	-3.316970	-2.165649	-0.841076	0.550783	1.898579
1.898579	3.094490	4.042840	4.667764	4.919267	4.777228	4.253011	3.388553	4.253011	4.777228	4.919267	4.667764	4.042840	3.094490	1.898579	0.550783	-0.841076	-2.165649	-3.316970	-4.202934	-4.752662	-4.922178	-4.697920	-4.097828	-3.169909	-1.988398	-0.647816	0.744593	2.077433	3.244079	4.151199	4.726223	4.923149	4.726223	4.151199	3.244079	2.077433	0.744593	-0.647816	-1.988398	-3.169909	-4.097828	-4.697920	-4.922178	-4.752662	-4.202934	-3.316970	-2.165649	-0.841076	0.550783
0.550783	1.898579	3.094490	4.042840	4.667764	4.919267	4.777228	4.253011	3.388553	4.253011	4.777228	4.919267	4.667764	4.042840	3.094490	1.898579	0.550783	-0.841076	-2.165649	-3.316970	-4.202934	-4.752662	-4.922178	-4.697920	-4.097828	-3.169909	-1.988398	-0.647816	0.744593	2.077433	3.244079	4.151199	4.726223	4.923149	4.726223	4.151199	3.244079	2.077433	0.744593	-0.647816	-1.988398	-3.169909	-4.097828	-4.697920	-4.922178	-4.752662	-4.202934	-3.316970	-2.165649	-0.841076
-0.841076	0.550783	1.898579	3.094490	4.042840	4.667764	4.919267	4.777228	4.253011	3.388553	4.253011	4.777228	4.919267	4.667764	4.042840	3.094490	1.898579	0.550783	-0.841076	-2.165649	-3.316970	-4.202934	-4.752662	-4.922178	-4.697920	-4.097828	-3.169909	-1.988398	-0.647816	0.744593	2.077433	3.244079	4.151199	4.726223	4.923149	4.726223	4.151199	3.244079	2.077433	0.744593	-0.647816	-1.988398	-3.169909	-4.097828	-4.697920	-4.922178	-4.752662	-4.202934	-3.316970	-2.165649
-2.165649	-0.841076	0.550783	1.898579	3.094490	4.042840	4.667764	4.919267	4.777228	4.253011	3.388553	4.253011	4.777228	4.919267	4.667764	4.042840	3.094490	1.898579	0.550783	-0.841076	-2.165649	-3.316970	-4.202934	-4.752662	-4.922178	-4.697920	-4.097828	-3.169909	-1.988398	-0.647816	0.744593	2.077433	3.244079	4.151199	4.726223	4.923149	4.726223	4.151199	3.244079	2.077433	0.744593	-0.647816	-1.988398	-3.169909	-4.097828	-4.697920	-4.922178	-4.752662	-4.202934	-3.316970
-3.316970	-2.165649	-0.841076	0.550783	1.898579	3.094490	4.042840	4.667764	4.919267	4.777228	4.253011	3.388553	4.253011	4.777228	4.919267	4.667764	4.042840	3.094490	1.898579	0.550783	-0.841076	-2.165649	-3.316970	-4.202934	-4.752662	-4.922178	-4.697920	-4.097828	-3.169909	-1.988398	-0.647816	0.744593	2.077433	3.244079	4.151199	4.726223	4.923149	4.726223	4.151199	3.244079	2.077433	0.744593	-0.647816	-1.988398	-3.169909	-4.097828	-4.697920	-4.922178	-4.752662	-4.202934
-4.202934	-3.316970	-2.165649	-0.841076	0.550783	1.898579	3.094490	4.042840	4.667764	4.919267	4.777228	4.253011	3.388553	4.253011	4.777228	4.919267	4.667764	4.042840	3.094490	1.898579	0.550783	-0.841076	-2.165649	-3.316970	-4.202934	-4.752662	-4.922178	-4.697920	-4.097828	-3.169909	-1.988398	-0.647816	0.744593	2.077433	3.244079	4.151199	4.726223	4.923149	4.726223	4.151199	3.244079	2.077433	0.744593	-0.647816	-1.988398	-3.169909	-4.097828	-4.697920	-4.922178	-4.752662
-4.752662	-4.202934	-3.316970	-2.165649	-0.841076	0.550783	1.898579	3.094490	4.042840	4.667764	4.919267	4.777228	4.253011	3.388553	4.253011	4.777228	4.919267	4.667764	4.042840	3.094490	1.898579	0.550783	-0.841076	-2.165649	-3.316970	-4.202934	-4.752662	-4.922178	-4.697920	-4.097828	-3.169909	-1.988398	-0.647816	0.744593	2.077433	3.244079	4.151199	4.726223	4.923149	4.726223	4.151199	3.244079	2.077433	0.744593	-0.647816	-1.988398	-3.169909	-4.097828	-4.697920	-4.922178
-4.922178	-4.752662	-4.202934	-3.316970	-2.165649	-0.841076	0.550783	1.898579	3.094490	4.042840	4.667764	4.919267	4.777228	4.253011	3.388553	4.253011	4.777228	4.919267	4.667764	4.042840	3.094490	1.898579	0.550783	-0.841076	-2.165649	-3.316970	-4.202934	-4.752662	-4.922178	-4.697920	-4.097828	-3.169909	-1.988398	-0.647816	0.744593	2.077433	3.244079	4.151199	4.726223	4.923149	4.726223	4.151199	3.244079	2.077433	0.744593	-0.647816	-1.988398	-3.169909	-4.097828	-4.697920
-4.697920	-4.922178	-4.752662	-4.202934	-3.316970	-2.165649	-0.841076	0.550783	1.898579	3.094490	4.042840	4.667764	4.919267	4.777228	4.253011	3.388553	4.253011	4.777228	4.919267	4.667764	4.042840	3.094490	1.898579	0.550783	-0.841076	-2.165649	-3.316970	-4.202934	-4.752662	-4.922178	-4.697920	-4.097828	-3.169909	-1.988398	-0.647816	0.744593	2.077433	3.244079	4.151199	4.726223	4.923149	4.726223	4.151199	3.244079	2.077433	0.744593	-0.647816	-1.988398	-3.169909	-4.097828
-4.097828	-4.697920	-4.922178	-4.752662	-4.202934	-3.316970	-2.165649	-0.841076	0.550783	1.898579	3.094490	4.042840	4.667764	4.919267	4.777228	4.253011	3.388553	4.253011	4.777228	4.919267	4.667764	4.042840	3.094490	1.898579	0.550783	-0.841076	-2.165649	-3.316970	-4.202934	-4.752662	-4.922178	-4.697920	-4.097828	-3.169909	-1.988398	-0.647816	0.744593	2.077433	3.244079	4.151199	4.726223	4.923149	4.726223	4.151199	3.244079	2.077433	0.744593	-0.647816	-1.988398	-3.169909
